🇹🇼台灣頻道,#genre#
靖天综合,https://4gtvmobile-mozai.4gtv.tv/MkJFlxhEUgolrm2CrWii6nn9YPjVGNSmmofBi8506SY%3d/index.m3u8?token=tJNhcsHA8MM38p77qxzb7A&expires=1765109117&token1=yDupYC1XQPNyeN5njTFnaQ&expires1=1765109117&refer=MjhiNGIzZmEtYTBlNC00ZTRkLTg1YzUtOWM4YzI5NWRiZmJl&y=0
靖天戏剧,https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40
靖天戏剧,https://4gtvmobile-mozai.4gtv.tv/QKlKEdvZ_7lDF6GwXkV3P0aAg3ZLZkkTZsBcfrn7QB8%3d/index.m3u8?token=TEZxJbRsc501-SrBB6Ah4A&expires=1765109665&token1=HRNuc60fdK36imDHzwmSvg&expires1=1765109665&refer=NTMwMGZlY2MtYTcyNy00OWYxLTg0YzYtMGJhZjc0NDQwNDMy&y=0
靖天日本,https://4gtvmobile-mozai.4gtv.tv/tECDtwfUV_pHuwQcreyZSFQOZ3twdzwtERzACpLsn-Q%3d/index.m3u8?token=z-8pBRL0JE9LBTCSnKDt1A&expires=1765109125&token1=QqDW-9WmcG2p51BVIrJ3vw&expires1=1765109125&refer=ZjIwNWI5NjMtNmQ1Zi00ZGI5LThiZDYtZGUyYjE2YjE3ZDUx&y=0
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
靖天映画,https://4gtvmobile-mozai.4gtv.tv/k4oLNcVZRXGtlWlYHQJ2s3RkEzd8Bwl73zZ-MuQ3ias%3d/index.m3u8?token=qXwOsalHAN8eRnWDQ3Ejhg&expires=1765109734&token1=rPWWM053A-Q4Z1uCBQS5Ag&expires1=1765109734&refer=ODM2NWQ4ZDUtMjJiZC00NjNmLWE0YjMtODA2ZGU0ZGQxNWIz&y=0
靖天卡通,https://4gtvmobile-mozai.4gtv.tv/DIhSh56nfF1ksQFBqIoCwjzOmppGAlK4n1bu6f2O05g%3d/index.m3u8?token=mMqULQC08G5uRxZAxUROqg&expires=1765109217&token1=S1G3L6UNxm_XCv4qQ_ck3w&expires1=1765109217&refer=M2E0YWZiNTAtZWNjOC00MzU4LWJkNWItMTVhMzJkZjM4NDky&y=0
靖天卡通,http://smart.cityq.xyz:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
靖天资讯,https://4gtvmobile-mozai.4gtv.tv/OBoN6sWXyDQo8qqicbylRTRZLeTD7-qHmombGDiM4KI%3d/index.m3u8?token=sj3i-xdongjq9emVhE3-Zg&expires=1765109403&token1=kV5zuOMHwyk7Hps8Rozk2w&expires1=1765109403&refer=ODEwNTJhZTgtNzY3YS00NmMwLWE1NGUtYTQ5OGVmYmZiZWIz&y=0
靖天电影,https://4gtvmobile-mozai.4gtv.tv/y6YEsi2BRIvgw6X0HN8nlsI1rWYdLhmo-tAGd6ml9GQ%3d/index.m3u8?token=fehfFiKmGif1hHop9ZUdzw&expires=1765109742&token1=KEFSWgJjVNbaRj8cd0Qq3Q&expires1=1765109742&refer=ZWVkYjQwMGEtMDUxNC00MDQyLWJkNTAtNzRlYTUyNjQzZTdi&y=0
靖洋戲劇台,https://4gtvmobile-mozai.4gtv.tv/3DHuJ7AwpEiwIpxkrPj6IUz2KyhKCiOIv62o00FY4Js%3d/index.m3u8?token=tmmXBwY73bB3qWolc8AKOg&expires=1765109672&token1=8RGyVb0KUaFK0aRKoJuCtg&expires1=1765109672&refer=NTliNjNjNmYtMzIwMC00NDg2LThjMmMtYWJjMGYwNTcxZTE5&y=0
寰宇新闻,https://4gtvmobile-mozai.4gtv.tv/L5rsiEkP3gY4bbzmhjWTy9VszIf5w7qIePIVMyilHZY%3d/index.m3u8?token=TSM74o_9dqQeQQhFkwTSJQ&expires=1765109325&token1=NdV2dQjz2qZ7_iA9SYh6uw&expires1=1765109325&refer=YTE5NGRhOGQtNDc3MS00ZjkwLWI1MTktZjU1MGViMGU0MzI5&y=0
寰宇新闻台湾,https://4gtvmobile-mozai.4gtv.tv/R0ErWhaJUucmO1tP-800x45Wi_MScX5J4nSemydXzVU%3d/index.m3u8?token=FNIViKiWtl5nt0pt7ciZ8Q&expires=1765109333&token1=vFjhjGJpkHJvtLz7MRWipA&expires1=1765109333&refer=YWI4NTQ2YWEtN2I4YS00MDRkLWExODctYWQ1NjRhNjA1MGZl&y=0
TVBS,https://4gtvmobile-mozai.4gtv.tv/5UJxw49N9jf0ItESIj3s9cdKIsJr5nBb4fqjzk-jdyo%3d/index.m3u8?token=kX4e3rk6CHhSFQToYR__TA&expires=1765109348&token1=xlkPD2he1sxzaRCpegqiQA&expires1=1765109348&refer=ODI2ZWEwYTktMjkxMi00MjQ5LTkyN2QtMDJhZDZmNjNiYmNk&y=0
TVBS新闻,https://4gtvmobile-mozai.4gtv.tv/27JWcYqFJynYKLWe6yOlD5LWzeiFOnVIug4YIgTOuGY%3d/index.m3u8?token=wDoKShQW8UOH3y-5977Oqg&expires=1765109287&token1=UoLttADC7nbQME6a0Qd6Hg&expires1=1765109287&refer=NDlkYTY0MGYtN2I4MS00MWZmLTgyOGItZDA0M2FhMDUxN2Q1&y=0
TVBS综艺,https://4gtvmobile-mozai.4gtv.tv/db-OcRnYAc0ZcVaDuQa13mD8aU9miXX1b3z0vdq9FHs%3d/index.m3u8?token=YitmvImGv3SisyOUv3Afkw&expires=1765109870&token1=xg6kyaSFRSnGVDY7MWrYZQ&expires1=1765109870&refer=MmQ0Y2UzNGMtMWUyMi00YjhmLWEzM2EtMTNiMDNkMWQ5ZDA3&y=0
TVBS欢乐,https://4gtvmobile-mozai.4gtv.tv/NehUSa8Hoh6kKgxOaoDxhCyDALQjR1rALEIVH6VWIhU%3d/index.m3u8?token=zTOXwMj6psUMIoXVw5-qvw&expires=1765109412&token1=HYlaJYpG55GztpI3xu3-Zg&expires1=1765109412&refer=NzA0MWIzYjMtYWU2ZS00MjBkLWE5MDMtODgyNTI5MjhlNjJk&y=0
TVBS台剧,https://4gtvmobile-mozai.4gtv.tv/RQclcRV1t2chp2DmRk4c3PplCWtFJQBjt2w7VT7VbF0%3d/index.m3u8?token=oYfXH9RoTsZl1adrYjYz1g&expires=1765109878&token1=O1AhGoj_JghAEPk6BXyVVA&expires1=1765109878&refer=OTc3ZWJmM2QtYzU4My00Y2YwLWIyOWUtZTczYzFjMzQwZTQ1&y=0
八大精彩,https://4gtvmobile-mozai.4gtv.tv/HOLQH7K73uEp51AIJRs8Nd6Ls3ly9kTjIGmuF2SSLnI%3d/index.m3u8?token=nBrvckJ_tRu2IpqkNmfMBw&expires=1765109655&token1=Spf9Iqne7hbcqOnEixnbTw&expires1=1765109655&refer=NGIzZDU1MzItNWVkMi00NWNiLWFmNTEtZmE2NjIyMWY2MTBj&y=0
八大综艺,https://4gtvmobile-mozai.4gtv.tv/_y5tGL2rle8U-vMJ8bh6jKZK01j-pFemiNeJhdYQ5yY%3d/index.m3u8?token=1mJq9JDcRgYIDVDhYEuffQ&expires=1765109086&token1=gZ-cI8zl6L0JWQvzy0zLew&expires1=1765109086&refer=ZjQzMzFjYTUtNmQzYy00MWU3LWJkOTYtNjRiYjAwMDI1NmE1&y=0
三立INEWS,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立综合,https://4gtvmobile-mozai.4gtv.tv/FYkhPEhkVnEBb5leBpj5p_WH-FmdCM-WP2C690lzG3E%3d/index.m3u8?token=Y-NYDWoOl-J4o17fTncHYQ&expires=1765109070&token1=E1n0SBZ49eVIOG0PXIw3Jw&expires1=1765109070&refer=M2I5M2IzYTMtYWMzNy00ZmI3LWI0OTItMTIxNmRjOTdmN2I3&y=0
台视,rtmp://f13h.mine.nu/sat/tv071
台视,rtmp://f13h.mine.nu:1935/sat/tv071
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
东森新闻,https://4gtvmobile-mozai.4gtv.tv/-Dx9n221ruHTRH8EY19bg0VfA15wDWcgGY56XN88-d0%3d/index.m3u8?token=snXRDsDrp6D4hjLz8fq6UA&expires=1765109257&token1=4PRMJ1eP02yjkDtyAc0OIA&expires1=1765109257&refer=ODBjMDUyNzEtOGI2Ny00ZjBlLWFmODUtOWRmZTc1YzUwZWU0&y=0
东森财经,https://4gtvmobile-mozai.4gtv.tv/qG35FqrPmD1RiBxP3jg1Xx7Su9hKwZnfmg_r3RAB_Z4%3d/index.m3u8?token=XKbqvsPOk34c1LT9ryXfUQ&expires=1765109295&token1=iaGCoPjxRAPTz92yeH4XYA&expires1=1765109295&refer=YjFjMzg0MzItMDZiMS00NjU5LTk4MzgtZWQ0ZjcyMGFmMTVm&y=0
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40
鏡電視新聞台,https://4gtvmobile-mozai.4gtv.tv/DtIVeamGaJVtn6o0quLMrmlOCmQaxFdw8yR5IhhAMWI%3d/index.m3u8?token=689YqQofC3PrY1_xrFnNXA&expires=1765109249&token1=qPuUpDJMViA1Nya-opP3VA&expires1=1765109249&refer=YjAxYzc0YjMtMmRmNy00MWIzLTk3ODgtMjViYWUyOTRmNzZm&y=0
CNBC Asia 財經台,https://4gtvmobile-mozai.4gtv.tv/hRK2EbCqm3dyM2vaXy91k9cFw3SUlDOGtXiAeZq9ap0%3d/index.m3u8?token=GEZ8PDOk-0uQORIYciVNHw&expires=1765109839&token1=ZAY7LIYMwCflahw5pJ6MvA&expires1=1765109839&refer=ZGY4OTk5YjctM2ZlYi00NTBjLWEzMDUtOTcxZTNhMWZjZjE1&y=0
亞洲旅遊台,https://4gtvmobile-mozai.4gtv.tv/eYhfLEIllOGU_kEiXldqGHGx_BGcisXHa6ZyJ5cVeHY%3d/index.m3u8?token=B27LFDw1EBRetoKXGdjCNA&expires=1765109561&token1=NkOavbCvmTysT7R9cgaYoA&expires1=1765109561&refer=ZTE3YjczMGItYjZmMi00ZTg1LWI5MWQtZmY0YmMyNWY3NzQ1&y=0
時尚運動X,https://4gtvmobile-mozai.4gtv.tv/OJQHPEIi0resk_snQOqAJD85NzGtkGu2uEcHVA5j3n4%3d/index.m3u8?token=WaSl0NaMlD2VhlFpChf3PA&expires=1765109514&token1=Ojtlmddip5NYaXp1JpBCgA&expires1=1765109514&refer=MjRhZjFlNDYtZGY2ZC00ODJmLTliZDgtZTg4OTliZGMwNzNj&y=0
智林體育,https://4gtvmobile-mozai.4gtv.tv/tlIdDjsrNjiXCET0O20GoBZUPOPIGR_FFbqYmTsctyY%3d/index.m3u8?token=WQfnsKYMH1YnV3Ro1BEalw&expires=1765109506&token1=SNvTLD7k5aW6bPMv4FV4lA&expires1=1765109506&refer=MzBlZjM5NTctNWI4YS00NGExLWI4NDktYjc4M2I5N2I2YWJk&y=0
TRACE Sport Stars,https://4gtvmobile-mozai.4gtv.tv/p7PjYX9C5aE50lb3he38WLQOgCPQiifdWRgbh-Ev0H4%3d/index.m3u8?token=Uh0q3zzGP1o08tFFfICTkw&expires=1765109499&token1=wc1xkN-12CceZ4AtnnU1iA&expires1=1765109499&refer=OGIzZDEyMWYtYjdiNy00NDA4LWFmZWQtZTNjMjRjMDAwYTRk&y=0
影迷數位紀實台,https://4gtvmobile-mozai.4gtv.tv/g3XC1rfbeoN4gW3d1BjzH7tsTNb4YiHcR8gZByiZWNE%3d/index.m3u8?token=RccQS1jkZWUv_YMMI4LQRA&expires=1765109694&token1=iHnr04TG9i3x_DY1mRYYgg&expires1=1765109694&refer=MTRjZDdiMDYtYTY0ZC00OWU0LTllZTQtOTk5NTc0NTAwNzRj&y=0
影迷數位電影台,https://4gtvmobile-mozai.4gtv.tv/Rtgef49oeXdwdwymKk3GEvtjNr_GouLDn8M40pwNZ08%3d/index.m3u8?token=ncNPfSGucpOgcY-sjm7ESQ&expires=1765109749&token1=Yv9sqwmDZdv7O4DPPwQeFA&expires1=1765109749&refer=NzQ2OWEwNDUtY2VhYi00NDAyLWEzYzMtMGEwZmIzMWMyYzk3&y=0
amc電影台,https://4gtvmobile-mozai.4gtv.tv/Xbm6S2XB18wgHu7PfF_XSHNsFn1XzFA891uLAQYvjp0%3d/index.m3u8?token=0C1i89Eh5bUyGMSm-9mIgg&expires=1765109757&token1=2o-YJ7XO6ovLwcS8tJc16w&expires1=1765109757&refer=MDMzMDVhZjgtNzMzNS00ZmNiLTg0YTMtMGQ2NGNjNjVlNjM1&y=0
公视戏剧,https://4gtvmobile-mozai.4gtv.tv/HvpvkCM8Eds_3a3iX6TKzTPToMms7f4imWAjPyYs3pc%3d/index.m3u8?token=kxT4q5uRHtD4wRqkAjzxWA&expires=1765109633&token1=XUS_smzQC7rOVTCgp0W5EA&expires1=1765109633&refer=YzJjNTU0NmUtNTIwOC00ZjBmLWJkMjctMzAwNGVmMTAzM2E0&y=0
采昌影劇台,https://4gtvmobile-mozai.4gtv.tv/iQnxtyaaPt_Qf-heUZVfbduVzK7Md-UzgGckIj-NPgo%3d/index.m3u8?token=7_koZpsCUpI3uN9AfUqKiA&expires=1765109725&token1=y0w5XueSkjEuluJdkFxzSg&expires1=1765109725&refer=ZDA1NDAwOWMtOGE2OS00YTQ5LWJjYzAtMTFhNmRiY2EzYmYx&y=0
經典電影台,https://4gtvmobile-mozai.4gtv.tv/cWpaT5OTQa71vvZE75ykhVHXfLeiQbETTuVh1oCgoCw%3d/index.m3u8?token=Jg7T2D3nCnyu3puZ2mUVPg&expires=1765109886&token1=_IJcClxMierjTN8AVR4leA&expires1=1765109886&refer=MzRlMDNjNWUtZmYyMS00YTM4LTk3OGMtMWU4NWMyZWNmZDVj&y=0
電影原聲台CMusic,https://4gtvmobile-mozai.4gtv.tv/REcebjMhFD7aSwo2TnufVwSfibiIInlSUOhdlyVWxTM%3d/index.m3u8?token=T85GCfUCMGbYuDllIzLQ8w&expires=1765109443&token1=cI8kcRsrgj4D9vXhW1VI6A&expires1=1765109443&refer=ZDY1ODFlZTEtYjVhNy00ZTBlLTlmMGQtOTIzM2Y5ZjFjNGNm&y=0
CinemaWorld,https://4gtvmobile-mozai.4gtv.tv/FLDPKeInfvLTEpb3sXl6yBgKZW3kBtKQwuggkdivca0%3d/index.m3u8?token=sqgvrxgoog9ro8hu5w4-ww&expires=1765109766&token1=STvn-hbwYfGjvlY6Eh360w&expires1=1765109766&refer=ZjY5YjA2OGMtZjkwMC00NGI4LWE5MTQtMTIyZjZlMDVhZWQ4&y=0
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/Pm5kakuzV_t5ufjIIltMjasUO_bXe7TS0DpFJ5VqUTs%3d/index.m3u8?token=BLcyOrcaK0ZHQ11TRzu2tw&expires=1765109710&token1=kVzFNQ1Qu05KI5zu6BwUOQ&expires1=1765109710&refer=MDBiYjEwY2ItNDdmYS00ZmQ4LWFmZTktZTZhMjE5Mjc3NDUw&y=0
ROCK Entertainment,https://4gtvmobile-mozai.4gtv.tv/4FxV0z0YxKKUzdhAMNS7BuNAJkwWlRzzn8Dp1NbJz7w%3d/index.m3u8?token=6JR3GaJkYd1owDUhSrGm8Q&expires=1765109427&token1=nwrlUhevQhUbWv4dXHoeOA&expires1=1765109427&refer=ZDJlZThhZDgtNjI1Ni00MTgyLWE5YzQtMzExOWIwY2Q5YTY2&y=0
金光布袋戲,https://4gtvmobile-mozai.4gtv.tv/ILxjHPnLNcEWtPgq_2jcR2p24vdiRlzPLyjjdhr7Ig4%3d/index.m3u8?token=fZ-fZHwrNvzLFjegmSRLrg&expires=1765109702&token1=QoCI1S6UpU8g68tJcCR1-w&expires1=1765109702&refer=YzgxNmQ4ZWEtOTBkMy00YjljLWIwNTQtNDBjMDAxNWE2NWFj&y=0
DreamWorks 夢工廠動畫,https://4gtvmobile-mozai.4gtv.tv/tLEBLSANMfdOw3gsqFe6oqNeM2fyJiGYKZ9RrfQiGNs%3d/index.m3u8?token=uSu0bFB9F6eCXT7DIxdfvw&expires=1765109210&token1=BpGx3AzhQa9Kgq2lR137rQ&expires1=1765109210&refer=OGQ1N2U2MDEtNTM3NC00YjRhLWI3YjgtYzdmNTlhZmI2MTRl&y=0
Nick Jr.兒童頻道,https://4gtvmobile-mozai.4gtv.tv/8d6qtXv3Fsr3EUuFtHD-_c03IlbzI6AQhLCLtqOiS-M%3d/index.m3u8?token=VkXUxcnXt0wzcjrCDKuiVQ&expires=1765109194&token1=tTivCZ9qw4Im-qB2tJZT0A&expires1=1765109194&refer=Y2RjMGE4ZDUtODE3Mi00ZTM4LTkwYjgtMzUxMjBiMzZlMjZl&y=0
精選動漫台,https://4gtvmobile-mozai.4gtv.tv/lxFoCUUtLCChVX_IRdldU36hGQcuEyogd3sXJMO7slY%3d/index.m3u8?token=-Ukx0yTV5dFAsurVxeQYtw&expires=1765109903&token1=xDI7q6tBWTZMoPTXRXH0Ow&expires1=1765109903&refer=NzU1ZjAyYTUtZmIwMy00MmU4LWFjN2EtYzM3NWRmMDIxMThh&y=0
經典卡通台,https://4gtvmobile-mozai.4gtv.tv/PQIg1v-gFuxR0BL8Gw6KCMePo902p8Wscqh5xcL_1Gs%3d/index.m3u8?token=tX89OephgxjvNRqP-nt_PQ&expires=1765109894&token1=nDDsNwC9N7g-q2K5uV3W0g&expires1=1765109894&refer=ZTAxOTU2NjgtOTg3NS00ZGIxLThjNzAtNDA0MDFmNGRmYjFk&y=0
達文西頻道,https://4gtvmobile-mozai.4gtv.tv/YC4G4nrrhU_Ug850Uw5OMQnLITbJ_ChfHMncQayut3Q%3d/index.m3u8?token=asVOQKmkF34pj6AZ11dVoQ&expires=1765109180&token1=YC6p1dQNe5KVbqMp6C9o5A&expires1=1765109180&refer=N2ZhZjQ1MTUtNTk4NS00NTBiLTg4N2YtNGRmZTY3MmRlMzkw&y=0
MOMO亲子,https://4gtvmobile-mozai.4gtv.tv/PN5nN9VTuEU5EvxNwrcyGlFzqlGS_JU2wtIct9tvSac%3d/index.m3u8?token=SVALF9woKx-DKeyJX6Ru2g&expires=1765109232&token1=KMb-U7RalLGsfJth3eWBOA&expires1=1765109232&refer=NjE1YmNkNDUtNmUzZS00Zjk1LWJhZDUtNWI0NWViMTc0YjM1&y=0
CLASSICA 古典樂,https://4gtvmobile-mozai.4gtv.tv/3H0N9oxv6EfajxvX13fY6QupJ4w4_Q1OSodx4I11uI4%3d/index.m3u8?token=uqjXQW80nLwe-ILJwA3t_g&expires=1765109473&token1=NO2pnSc2ldlCmCjDVTBygw&expires1=1765109473&refer=NzJkNTFlYzYtYjRkNS00NmVjLWJkOWYtYmZmMTY2NmJmZWIy&y=0
Lifetime 娛樂頻道,https://4gtvmobile-mozai.4gtv.tv/k9mrfhjU8BJIy-K2x9eUWJckfThkiBAVeTnvrpN4MzI%3d/index.m3u8?token=Tng7xvZN6jDgxlojEN7ogg&expires=1765109436&token1=_vy08YrnpwZRMSjVyK8hUw&expires1=1765109436&refer=Y2NjZWM4OTAtYTA3My00ODdjLWIyZTMtMDliNzAxMDllNTJk&y=0
MTVLive音樂頻道,https://4gtvmobile-mozai.4gtv.tv/TyLXSWzqBQZ9lm68x1KvWGb1VpnsD9kR616d1qVI490%3d/index.m3u8?token=GylgTTfDd82sBXmdpRynXQ&expires=1765109458&token1=-5JNySRdi-IQCnFUgbN2IA&expires1=1765109458&refer=NWI1ZTc3YjYtZmY2Yi00ZDc4LWExOTMtODdjZWYwMmRmYjBj&y=0
Mezzo Live,https://4gtvmobile-mozai.4gtv.tv/TtyRpVYJSUe2U1yzbK5DIAwmevVNZ1tUHkg5pHWynNo%3d/index.m3u8?token=qcAo8d9xS7hbON91h_XNdw&expires=1765109466&token1=8ya9je8BS39ZLM0goN39ug&expires1=1765109466&refer=Zjk1NTBiOWMtZTlkNy00MmFlLWFiMzktMWY4MDYwZTNlOTNk&y=0
豬哥亮歌廳秀,https://4gtvmobile-mozai.4gtv.tv/csejVALKBtU8C0dMLgt2I_dt2IKd6qhW-7tyqmnVg5g%3d/index.m3u8?token=XtaOVZ-LXhpLtA0GKKZnfg&expires=1765109371&token1=BuuT_cmeSg01nJBoKMPcuw&expires1=1765109371&refer=NzFmNmY2OWYtMmZkZi00NjUwLThkY2YtOGY0ZmUyNGFjZTY0&y=0
TRACE Urban,https://4gtvmobile-mozai.4gtv.tv/Yhc2YWsiaeOJ2dCmqgbEl-usDNuzPeUiEUQCTg0aqt8%3d/index.m3u8?token=5iv-aNF8bsdwox_fo3AegA&expires=1765109451&token1=HBqemSbeNtkUF2v1BYhLnw&expires1=1765109451&refer=ZDg2OTJjMmMtMTc3Yi00Y2VkLWEzNGUtYmQzNjJkMmRiMWM3&y=0
