🇹🇼台灣頻道,#genre#
中视经典,https://4gtvmobile-mozai.4gtv.tv/Zdad0qoVRQsJd-8_PGi2tMrcSBCd6qvdKYMzL1B7vvQ%3d/index.m3u8?token=1yV7m6ppM6_daeLuuHW7XA&expires=1765713910&token1=rQ0T4JcFGREdGr-4CQcjyg&expires1=1765713910&refer=ZmYwYjVjM2UtZmMxOS00MjdkLWE4OWItMDA5YjEwMGU1MWI5&y=0
中视菁采,https://4gtvmobile-mozai.4gtv.tv/xLjXyjDF8XxZra3aDk2zcYS_akgBnfysHRAQDoWFnNs%3d/index.m3u8?token=ssMc_r9lHu5SBBziNhv-xQ&expires=1765713955&token1=Eoch6ezcNokXtYKejtSIRw&expires1=1765713955&refer=YzAzYmMwNjktOGM0My00ZTI1LWIwNDgtYTZjZmQ1YTAzZjg5&y=0
中天新闻,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新闻,https://4gtvmobile-mozai.4gtv.tv/AMEC-DRx9Yz-j0sK3FjPQB7NbDuA9vkulfQiYjtzrbs%3d/index.m3u8?token=SnMMsEgM3xmAOUIrO_5v9g&expires=1765714239&token1=l_WS7T0yRjta31_qVBoV8w&expires1=1765714239&refer=MTgzZmMzNTAtNWY2Zi00MDVjLWFmODItMGVjYmQxNjQ2OGJl&y=0
华视,rtmp://f13h.mine.nu:1935/sat/tv111
华视,https://4gtvmobile-mozai.4gtv.tv/5xXA2SfdO23QoB9jRS3icOJpvNNAIUB_jVNn4zQjFnM%3d/index.m3u8?token=FXomxgU8K3XrACryTMm0ZA&expires=1765713918&token1=93pWiXLBDwf-4ocGCgYP9w&expires1=1765713918&refer=MDg2YTIxNTYtNWVjOS00ZDU3LTk3MWQtMmUzZWE2MmM0Nzkx&y=0
华视新闻资讯,https://4gtvmobile-mozai.4gtv.tv/Wd1_U5wFWLfKacnEuW2g72T6jHwe3ieMA6bNSxesEfM%3d/index.m3u8?token=D0U9Ozs68KyNO1gcrjtSTQ&expires=1765714186&token1=UHp3Ww2Sqjam6HxXu1lpIg&expires1=1765714186&refer=NjUzMmM5ZjUtMTY4NS00MWQ0LTg4NTItOTVkNTcwYTY2NmJi&y=0
靖天综合,https://4gtvmobile-mozai.4gtv.tv/_zSVxh9tsJ-mS7_BccLb27iy9b9DhGTG6kDZ3FNGsxI%3d/index.m3u8?token=4Mb25nuKWS231HB3hF9Wmg&expires=1765713979&token1=MGY_OXlSw_x6duaj-G-XvQ&expires1=1765713979&refer=Y2JkNTNmMjgtZDMyNi00YWUwLTg3ZWYtMzI1Njg0ZjE3NDZh&y=0
靖天戏剧,https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40
靖天戏剧,https://4gtvmobile-mozai.4gtv.tv/NrjWXYlRngfzMQmzBJNNqVHdgrizdCdT-Qs5dsdB3_g%3d/index.m3u8?token=lRPgXVzuMX6431Ve8DQC7Q&expires=1765714608&token1=BaNavBSts0slcV3OpgM1eQ&expires1=1765714608&refer=MDYwNmMxNmEtZWM1Yi00Yzc3LTkzMzctNzllMmFkNmJjYTA1&y=0
靖天戏剧,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=5097
靖天日本,https://4gtvmobile-mozai.4gtv.tv/RGMIoJbL9elK1KFVKE3Xz7cD72Yuts9EKi1ww4-HfdU%3d/index.m3u8?token=L735Gd-Ly2VCCee_lS57qg&expires=1765713988&token1=o3AAZCaN_OKUjwc1kLoa4w&expires1=1765713988&refer=OTFmNzRjOGItYmYxYi00ZjM3LWFlMTQtNjFmYTNmMDFlZDlj&y=0
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40
靖天映画,https://4gtvmobile-mozai.4gtv.tv/MWLbVla3asJooGF27TKWz9k1LxRl3I1JrLw8s0T2ivU%3d/index.m3u8?token=7UfPCZR27OlSamp0UotJMw&expires=1765714669&token1=isUCRtoXmz3g8YvSmfppNw&expires1=1765714669&refer=MWU2ZTFlNTAtZTVkNS00NmQ3LWE4ZWYtMzBjNTljZGI0ZTM1&y=0
靖天卡通,https://4gtvmobile-mozai.4gtv.tv/mcMfR3nzhr3gSuC98d0yi1uYmNm9DE2A3X8peygBl4g%3d/index.m3u8?token=vzobLjNqbGe9mUoXBMNdXw&expires=1765714129&token1=SvTxXD_OA50ciMbU30PYcA&expires1=1765714129&refer=YjhkN2JjNjQtYmVkZC00ODdkLWIzZDgtMzA1ZmRhYzhhOWJk&y=0
靖天卡通,http://smart.cityq.xyz:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
靖天资讯,https://4gtvmobile-mozai.4gtv.tv/HbVf7UmXWZvd-EAZbEGIF3y813Mgy8upW9VcKHvRAh4%3d/index.m3u8?token=W2BMkVcP83xtefVT6AQK8w&expires=1765714378&token1=oj5sckqNb8AeWnFcryRCuA&expires1=1765714378&refer=ZTQ5NThiY2ItMDU0NC00N2UyLWE4MjQtN2Y3ZWU2ZjA0MjFk&y=0
靖天电影,https://4gtvmobile-mozai.4gtv.tv/fRrnqwR979YKfQwzPvtkaCn3xcFAMips17m1N5hWLR0%3d/index.m3u8?token=YpYwYt4_KrOWI5jXIcJFDA&expires=1765714677&token1=fxyEQFq7veVx_gX1sALnxA&expires1=1765714677&refer=NjFkM2JmNGMtM2VmYi00NTg0LTkwNTQtMjlmZjdkN2Y2MGJj&y=0
靖洋戲劇台,https://4gtvmobile-mozai.4gtv.tv/1sVRhjTCyXFW1rkuAmcrPEAzvAEjNolzZICVZNE-2MQ%3d/index.m3u8?token=pa26QESOgpjTdp0lkn7zqw&expires=1765714614&token1=336oslN6IvU60na5Lfg6CQ&expires1=1765714614&refer=NmZhMzQxMTMtYmVmNS00YTMzLWFlMDctOGRiYzgxZDI4ZGRl&y=0
寰宇新闻,https://4gtvmobile-mozai.4gtv.tv/0DUE9O9NDfET1K6e51l8i_91ab89uxD72kBPz_2hTFs%3d/index.m3u8?token=3Yx7GvzF54AgjK-4p8uecQ&expires=1765714263&token1=oqx0L4y9R11xMzkUxOWBTw&expires1=1765714263&refer=ZjRhZDFiY2YtMDQzNS00NmM1LWIyZTItZDc0N2Y2NDg4ODk5&y=0
寰宇新闻台湾,https://4gtvmobile-mozai.4gtv.tv/R_bZqMlnirXjWq1Kq-8iTtLRhWC1f43A8-JtW9RNkgc%3d/index.m3u8?token=t1mtjTH64a_fg8Bb3fPopw&expires=1765714280&token1=SYc_p1b6gfv8c06c2ZPDkw&expires1=1765714280&refer=ZmIzMmM1NTQtMmM2Ni00MmQ2LThjODUtMTIyZmZmNmQ5MzA3&y=0
TVBS,https://4gtvmobile-mozai.4gtv.tv/_it5-jAK_bIzqA4IZ_UWYp_2eDMBNjq6-eGRWbThoIE%3d/index.m3u8?token=lDlwDmTDvxh8LJvoLdHGCg&expires=1765714306&token1=pPIUh2hYetks1ne5PnUu0Q&expires1=1765714306&refer=MGNjYjU2NTMtMGJiZi00ZTgwLWI1NWItMjBkZGEyODAyNzNi&y=0
TVBS新闻,https://4gtvmobile-mozai.4gtv.tv/z7NllnFkduS351Mnxx4ZtzlxueegDUUdKX6njpl_9zo%3d/index.m3u8?token=jvWI7IXqp69qZ_Po5lhQUw&expires=1765714215&token1=Ayvqqj7RBlXnmR7u2dfE4Q&expires1=1765714215&refer=MDJlMGIyMTgtMDE3MS00ODA1LWFmN2ItNjQzNTFhN2JkOTEx&y=0
TVBS综艺,https://4gtvmobile-mozai.4gtv.tv/bUCcix67jPc072Z253no6Okhj8PeCsVlZ9xWbCNaBTQ%3d/index.m3u8?token=0EmJ-pXmWWLTkUme2gg-eg&expires=1765714797&token1=hOwvBRHbgOujxIGDIH8eVg&expires1=1765714797&refer=ZTY1YjJmODYtYzFiOS00MTEwLTgzZWItYWNhMTc1YmVkNmU3&y=0
TVBS欢乐,https://4gtvmobile-mozai.4gtv.tv/AxtYY5hTV6_5WMnwi_8gC4ba4vPcEohtbV9rKQS8skE%3d/index.m3u8?token=r830Iv-jc07UOftsE6Lc9g&expires=1765714385&token1=gE8V8yPml-U6FxKdE2Ioyw&expires1=1765714385&refer=N2JlYmUyNDYtMjMxYy00YWM3LTgzYWMtMGJhMDQxMGU3YzFi&y=0
TVBS台剧,https://4gtvmobile-mozai.4gtv.tv/XcHcwYQWWsU9oEwuVIWCRpV0lxPM5WxQaSbeXdRdsiE%3d/index.m3u8?token=-muE5gIz8wVLIyIcTLqx_w&expires=1765714804&token1=O-sTa7JlkvXG02QVti2o8A&expires1=1765714804&refer=ZWEzYmIxODItYmM2ZC00NzczLWEyM2YtNzRjYzY4NzRkYzhj&y=0
八大精彩,https://4gtvmobile-mozai.4gtv.tv/MLbAH7IQmJ2UjENaf8vDdISe9yVMPl_Ly89YQPkwo_w%3d/index.m3u8?token=_ykfht_NKffnZcx6V4NzxA&expires=1765714601&token1=xaKuiVvgObaYqhYXYOvllQ&expires1=1765714601&refer=NzM4ZTk5MDAtNTE5OC00OTdiLTlkNGMtNjQ4MjlkMzM3YjU0&y=0
八大综艺,https://4gtvmobile-mozai.4gtv.tv/BcwKmgt3UBCiUT_utTQ4Bi8uhDmIhD4oZcuDQrW5_YE%3d/index.m3u8?token=YgnbZ1GfEhUpyRc98nP7RQ&expires=1765713947&token1=eE8qtnxTm2HuCoOsRpzTtQ&expires1=1765713947&refer=ZjBmNGJlOGYtMTMwZS00MzI0LTk1ZjctN2I5NzdjODQxMWM5&y=0
三立INEWS,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立综合,https://4gtvmobile-mozai.4gtv.tv/-XKhWR2utwGhs2RYOrUeBr31dF_9QcMwhDWWzH3wrBQ%3d/index.m3u8?token=8LE1swWlTB_ou9KR9SEDPA&expires=1765713929&token1=2rD4x0OqhKg5ik4-Tq-sbA&expires1=1765713929&refer=OTcwOTgzZmYtMjAxZC00YTE1LThlYzctZDk3NzBiOWE3ODMw&y=0
台视,rtmp://f13h.mine.nu/sat/tv071
台视,rtmp://f13h.mine.nu:1935/sat/tv071
台视,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=5430
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
东森新闻,https://4gtvmobile-mozai.4gtv.tv/2heFV_wj2MWaqAeMDg2wCvwxIwlDY-evEzfEURXDDP8%3d/index.m3u8?token=Adhq1550r3ioz_Xv-wTK-A&expires=1765714179&token1=5I5_quqQa7cA8LAXa9ZZ-Q&expires1=1765714179&refer=ODdiNzVlNTQtODJkOC00MDBjLTg0OWEtYTYxNmI3NjVhZWM4&y=0
东森财经,https://4gtvmobile-mozai.4gtv.tv/Cd5V8jmjvE4oAXj82KcK3OpIKGTB5uwb9hlof5Zvi7I%3d/index.m3u8?token=cL2g5ddjuZyzTlTgnKfY7A&expires=1765714223&token1=UkKau86xoOE8KHktIg6yfQ&expires1=1765714223&refer=YzZlYWZiZmMtMTRjZi00M2MwLTg0MjQtZmNiNzE4OTQwOGNk&y=0
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40
东森购物,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=4088
鏡電視新聞台,https://4gtvmobile-mozai.4gtv.tv/8sqbzNPrQerYWJXLpfUq8G4anbChR37_17DbGWjx5JQ%3d/index.m3u8?token=D9lSDaYvcCjZSbY1t-3u4w&expires=1765714163&token1=VfdVf99nlIS4TgtAiM2JMA&expires1=1765714163&refer=ZDIyMWEyNjEtYjNiZi00ODk0LWIwZTktZmQzNjRmNDc4YTll&y=0
CNBC Asia 財經台,https://4gtvmobile-mozai.4gtv.tv/zw0ip-fsRJtcksL2kZZdnaE64G_XFcYHz_nu8kfoFUg%3d/index.m3u8?token=mQQBiwxQvz2mhCh6n3BnTw&expires=1765714768&token1=fvINTjQ7vn7SnvITssJ9Ng&expires1=1765714768&refer=MzcyNmEyY2QtZTBjMy00YjcwLTk2MWQtMjRlZTBlMDFhZDA5&y=0
亞洲旅遊台,https://4gtvmobile-mozai.4gtv.tv/qPKLVhUNrqAG5tKl-5vTD11BUoxq8z3WPwpALI9HujE%3d/index.m3u8?token=C1I5TvmKVJVQRrPLVsImKw&expires=1765714517&token1=II6NdTDfJdtI1Lt1JOgDFg&expires1=1765714517&refer=NTQ1ZDQ3ZDMtMDNhZS00NDM4LWI5MzItMjcxYzI0ZjdlMzkz&y=0
時尚運動X,https://4gtvmobile-mozai.4gtv.tv/x6GSJEGXQPOT1WmOfoUK2k_pVe8WWSAMuK3wPJg_nE4%3d/index.m3u8?token=cZROlSlYRxHY5DQlK1moWg&expires=1765714477&token1=94XHIE3IeS3VGxD5bnA9sw&expires1=1765714477&refer=NTUyNThmYmMtMzJjOC00NGRkLWFiNzEtMTIzNTA0YWEwZTJm&y=0
智林體育,https://4gtvmobile-mozai.4gtv.tv/xpbpvxv7YFNrtiHQx8-AhXpnEKcK9SHKJeR0MqHVmbw%3d/index.m3u8?token=zRB2xofulZPr3Wca1YAe-Q&expires=1765714470&token1=oulgG5Ut9K22cLFfgKJq1w&expires1=1765714470&refer=OGQzNTFkYTEtMTFkZS00MTg5LThjYjktMTY2YmQ5YjIyNjA0&y=0
TRACE Sport Stars,https://4gtvmobile-mozai.4gtv.tv/s_TG8Du0MfXPnVHhr0SDWTVOItWvK5VymsX58hURUe4%3d/index.m3u8?token=zhA48If2LEeoMmyY6khzkw&expires=1765714463&token1=tJPtDqFPZ2lV5hYlCZS6SA&expires1=1765714463&refer=YzNlZjhkZDAtMjcwYy00ZjczLTk5ZTctOGQzNzQ0M2I2ZmQ1&y=0
影迷數位紀實台,https://4gtvmobile-mozai.4gtv.tv/ggqTcZYWmL9cREBiw8ASzP-CD9m7tjLJYyTV2drmfWU%3d/index.m3u8?token=ScqmYP60xAsVPSyxhkRGlg&expires=1765714636&token1=bk0cYMEAPOBd5wftDyhIUA&expires1=1765714636&refer=MjkyMjY3YjctYTI4OC00NzMxLTkwNTktYmNlNmQ3ZDk2OWNl&y=0
影迷數位電影台,https://4gtvmobile-mozai.4gtv.tv/Lbf02mkCidJ16887lmgyQEIR4ixrFiLs24lDDbq3BXg%3d/index.m3u8?token=o_uNJ3Tp0qEAJRAQpchwnw&expires=1765714684&token1=4iu_Sug_OEK1JertUddYIA&expires1=1765714684&refer=ZWJmODNlYTEtZjFkZS00ODNkLTlhNjUtZDc1NzUxMjM1ODY3&y=0
amc電影台,https://4gtvmobile-mozai.4gtv.tv/98qhzJXTfS6dvMrMDuLmUSvSDx-azUAe1alHnlWBH_c%3d/index.m3u8?token=7BGrZvoYy7PDQ-_3W1lL5g&expires=1765714692&token1=AbJl7vGtYiP28tCtBErhBw&expires1=1765714692&refer=MmRkYjMwMDMtZDI2Yi00ZWNhLTgzNmEtN2Y4ZDNmZDg4ZmVl&y=0
公视,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=5425
公视戏剧,https://4gtvmobile-mozai.4gtv.tv/sJb2X5_UII-R5y0qdjLIl-0PGOMK6zvX_jcUpXaTzKA%3d/index.m3u8?token=4y6GRuPlQrcUuZsd1RBwuQ&expires=1765714580&token1=nupuQm9O1alrM8TsQTKbGQ&expires1=1765714580&refer=OGM3YTFiMmUtZGM5ZC00Y2Q4LTkzNDktYjQ1NzczYTM3MWIx&y=0
华语剧,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=4927
采昌影劇台,https://4gtvmobile-mozai.4gtv.tv/IR_BJJiCcSbDCdZgzY8fKLZQqLfiii92N-zvKKtB9Sk%3d/index.m3u8?token=r6_xVVDgq_iEaNdTlzHx7w&expires=1765714663&token1=z1n17xR7PyZ2UMXQXy_brA&expires1=1765714663&refer=NWY2YjNiMDctMjZmMC00NzQ0LWI4YTAtNzAyYTY3YzBiYWE3&y=0
經典電影台,https://4gtvmobile-mozai.4gtv.tv/94X4r6CL9X8kEWzoiXzVPPBI63BnHGxFyEqIxGLnhX0%3d/index.m3u8?token=Gcex6JikTzOrPTlsGyWZiw&expires=1765714811&token1=mtGVXX0izQ7V-H3QXkDJrA&expires1=1765714811&refer=NWVkY2ZlNzgtYmY4Yy00MmM2LThiZWMtM2U4YmQ2MTE1NmUy&y=0
電影原聲台CMusic,https://4gtvmobile-mozai.4gtv.tv/NNu8bB3uFJJIFmN5JIDueIox5X-hm_7_7eGwsvkSh50%3d/index.m3u8?token=zahfqq2FxoEY7NxDu729ew&expires=1765714415&token1=5frsEQ3mfrZbp5suT6Y50g&expires1=1765714415&refer=NjM3YTNhZTMtMmEyYy00MmRhLTljYmMtODM4N2E5MmEwOGE4&y=0
CinemaWorld,https://4gtvmobile-mozai.4gtv.tv/AEH5UPtYQ6kIYnZ9dWU2KiWerg8tg02ZsCFTiyaankc%3d/index.m3u8?token=Ed_n72zLcyPP28_pTSR2Hg&expires=1765714699&token1=1eHNViM5YDjra3wik7JKHQ&expires1=1765714699&refer=MzYxOTU2ZmMtODA4NC00MjhkLWJhYmItZTQ2M2ZkYTgyMmJj&y=0
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/KI5Z_yBFsRBC2ja6CX4ivrMXjEopBP18L7cwEAKIQ_k%3d/index.m3u8?token=7IQ8sAg9O56fZiHJCSM1KQ&expires=1765714649&token1=JsS_cOdcBhqYl7p88YNC5g&expires1=1765714649&refer=MjdmMjA2NWUtMTRmNy00YzMyLTk2ZTMtZjhiMGQxMWZkYWVh&y=0
ROCK Entertainment,https://4gtvmobile-mozai.4gtv.tv/Ux3Q9lSdeuvuvz8a6kAvJJAiA_eSxeb4PRErupGAV9k%3d/index.m3u8?token=38el-Mtpkb4LleZNe0yq2A&expires=1765714402&token1=kBJnJoQ4-EAmP-2AYLOerg&expires1=1765714402&refer=ZWMyMDc4MDAtM2UxMS00Mzg4LTg3NjAtOTRiODM4MTU2YmY4&y=0
金光布袋戲,https://4gtvmobile-mozai.4gtv.tv/1rsMw-Cem4VS4CShw-JD0IYGPJccoHwNY7trFhz5Tqw%3d/index.m3u8?token=GPeeKWhGVV3QPphbFzcFvg&expires=1765714642&token1=v9SZLxjcJIVD4aqK_kkopQ&expires1=1765714642&refer=NzgyYzNmNzMtMmIwZS00N2VjLThiZWItZDlkODYzMDFjYWUy&y=0
DreamWorks 夢工廠動畫,https://4gtvmobile-mozai.4gtv.tv/I8QSmRUqwUhy-T2DGLd7atQnlbLanD9EEkchxmEw570%3d/index.m3u8?token=L_VBj6kcuvZDQdFgJVTGkg&expires=1765714120&token1=FDj6HvvnkSW_geHfeM0rOQ&expires1=1765714120&refer=ZmM0YzI5OTctMjM4OS00YjA2LTgxY2QtMTM0YzM1ZDY2OGMx&y=0
Nick Jr.兒童頻道,https://4gtvmobile-mozai.4gtv.tv/6ATx1AL8dHuKld-q0Ur2pL85uOtPgazSRe0SPeHntpw%3d/index.m3u8?token=0greEZWgYSlbiTTkujcBPg&expires=1765714094&token1=hFfc4_VRGQh072IuQ5P6_Q&expires1=1765714094&refer=YWY2MzI4ZTUtNjYzOC00YzJlLWE0N2QtN2MzOTViMzQ0NTVi&y=0
Nick Jr.兒童頻道,http://fbd48279.ott.oxtvs.com/ott/?q=9222549520c295e029ec6ff9d9f66695&id=5192
精選動漫台,https://4gtvmobile-mozai.4gtv.tv/AdiVgFr3uDRtzaZwUUvGhJZzUzuIFmZ8DVKunG3prOA%3d/index.m3u8?token=eQAQMPX2wDclgyDFq-kFTg&expires=1765714825&token1=-sXWL-hlu8weTS6TWGFVAQ&expires1=1765714825&refer=MjQ0ODkxMTctMzk2Ny00OTYzLTg2MTMtZDc1ZGNiYjMyNjcz&y=0
經典卡通台,https://4gtvmobile-mozai.4gtv.tv/twHO0xrlVqGNOkYeL308vOjVWiIBqmpkU7_gU98Xo40%3d/index.m3u8?token=Jo5WxQv79os-oJZCPhqMEg&expires=1765714818&token1=qjJwh9beS9ASLXvrioiiGA&expires1=1765714818&refer=MGU5NjljMDktOWNjYS00ZDI4LWJhZGQtYzUyNmQ3MDk3MWUw&y=0
達文西頻道,https://4gtvmobile-mozai.4gtv.tv/bR3yMpl3Rlld2E6J583kDDlDU-YzoMJ2dHLebPhtopg%3d/index.m3u8?token=p5cEXvfkz0_wbhYyVpcJdg&expires=1765714075&token1=S7UXwKE_AJO_28EZEnOnLg&expires1=1765714075&refer=MDFlZDQxZWEtMzIzZC00Y2VhLThkN2QtZjE2MjgzNmUxMWQ4&y=0
MOMO亲子,https://4gtvmobile-mozai.4gtv.tv/YwNLXDCaFiHiN9rcEniCK8mQPppD4iQqgR52XsJP_tM%3d/index.m3u8?token=AIGzxM-sICOsHW_CxZ-8Dg&expires=1765714146&token1=edzDKGm40jAcyITgPiEV3A&expires1=1765714146&refer=MzZiMGQ1MDYtOTYwZS00ZTRhLWE4ZmMtOTExZGFmOGZjMjg4&y=0
MOMO综合,rtmp://f13h.mine.nu:1935/sat/tv761
CLASSICA 古典樂,https://4gtvmobile-mozai.4gtv.tv/-Jlcq78d7rZ7KQHmN66GKLXrnomIPCpvZn9DXAw-p-4%3d/index.m3u8?token=Lu5xjeN9v9JGXTSht37Csw&expires=1765714443&token1=ph-RBOF_G24pclhDFOIF9g&expires1=1765714443&refer=MzUyZjg0ZDQtOTgxNS00ZTIwLTllN2ItZmFkMWNhYTE0Yjg3&y=0
Lifetime 娛樂頻道,https://4gtvmobile-mozai.4gtv.tv/sn52RoQqJ1ZWFjuvE2-w5MgcCUBApyoDzJYtDD8L9Sg%3d/index.m3u8?token=jjDGYRyD7hTXz1IM0PFrLw&expires=1765714409&token1=Mh8IN1EbJaky8pQBPS91gg&expires1=1765714409&refer=M2QwMWJjZmMtNTQ2My00MDkyLTk3ZGMtZmIzODljYjEyM2Rm&y=0
MTVLive音樂頻道,https://4gtvmobile-mozai.4gtv.tv/TFCYSKWgQ-tBW6GM1mpWZSM66YoeUz19iLE6oG6ojUg%3d/index.m3u8?token=LFnOqYvqGVwePge3IbjAIQ&expires=1765714429&token1=q4ThaY3wXoKcgfnOAm1clA&expires1=1765714429&refer=OWVkYzIxNGEtYjdiNy00YmU4LWE2ZTEtMTc1YjcyNmRmYjQ1&y=0
